User,Message,Sentiment
****2,สินค้าคุณภาพดี เหมาะสมกับราคา ถูกใจคนซื้อ ทางร้านแพคมาอย่างดี จัดส่งรวดเร็ว แนะนำร้านนี้เลยครับรับรองไม่ผิดหวัง  😁😁😁,Negative
0***8,"วัสดุ:ผ้าเนื้อไม่บางค่ะใช้ได้
 ขนาด:เล็กไม่นิดค่ะแต่ใส่ได้อยู่
 การออกแบบ:ออกแบบสวยค่ะมีกระเป๋า1ใบค่ะคุ้มมากเลยค่ะ",Negative
ป***.,สินค้า​คุณภาพดี​ราคา​ถูก​ทาง​บริษัท​จัดส่ง​ของ​เร็ว​สั่งของ​มา​หลา​ยรอบ​แล้ว​ประทับใจ​ค่ะ​ราคา​ไม่​แพง​,Negative
ป***.,สินค้า​คุณภาพดี​ราคา​ถูก​ทาง​บริษัท​จัดส่ง​ของ​เร็ว​สั่งของ​มา​หลา​ยรอบ​แล้ว​ประทับใจ​ค่ะ​,Negative
****2,สินค้าคุณภาพดี เหมาะสมกับราคา ถูกใจคนซื้อ ทางร้านแพคมาอย่างดี จัดส่งรวดเร็ว แนะนำร้านนี้เลยครับรับรองไม่ผิดหวัง  😁😁😁,Negative
0***8,"วัสดุ:ผ้าเนื้อไม่บางค่ะใช้ได้
 ขนาด:เล็กไม่นิดค่ะแต่ใส่ได้อยู่
 การออกแบบ:ออกแบบสวยค่ะมีกระเป๋า1ใบค่ะคุ้มมากเลยค่ะ",Negative
ป***.,สินค้า​คุณภาพดี​ราคา​ถูก​ทาง​บริษัท​จัดส่ง​ของ​เร็ว​สั่งของ​มา​หลา​ยรอบ​แล้ว​ประทับใจ​ค่ะ​ราคา​ไม่​แพง​,Negative
ป***.,สินค้า​คุณภาพดี​ราคา​ถูก​ทาง​บริษัท​จัดส่ง​ของ​เร็ว​สั่งของ​มา​หลา​ยรอบ​แล้ว​ประทับใจ​ค่ะ​,Negative
Y***.,"ผ้าบางสำหรับกางเกงสีดำขาสั้น สมกับราคาแหละค่ะ
ผ้าบางสำหรับกางเกงสีเทาขายาว สั่งสีกรมได้เป็นสีเทามา หรือทางร้านเรียกสีนี้เป็นสีกรม ก็เลยไม่แน่ใจค่ะ สีไม่ตรงตามรูปและไม่ตรงตามคำสั่งซื้อค่ะ วัสดุ:ผ้าบาง",Negative
t***a,สั่งดำกับเขียวขี้ม้า ได้สีอื่นแทนที่จะแจ้งลูกค้าแต่ยัดสีอื่นแทน ร้านค้าห่วยแตก,Negative
O-Por T.,ไม่ตรงตามที่สั่ง สีหมดก็น่าจะแชทบอก ราคาก็ต่างกัน,Negative
สุภาภรณ์,สั่ง4ตัว แต่ได้3ตัว ร้านนี้ใช้ไม่ได้เลย,Negative
0***8,แย่มากค่ะ สั่งกางเกง 4 ตัว ดำ น้ำเงิน ชมพู่ เหลือง ได้แค่ 2 ตัว ชมพูกับเหลือง หลอกขายหรือค่ะ คิดเงินทั้งหมด 4 ตัว,Negative
weena,ร้านนี้จะโกงใช่มั่ย สั่งสามตัว ส่งมาแค่สอง ไม่เสียดายหรอกนะ ตัวบะแค่ไม่กี่บาท แต่ทุเรศอ่ะ,Negative
กุลชลี น.,สั่ง8 มา6  คิดเงิน8ตัวจ้า ดีนะถ่านวีดีโตอนแกะต่อหน้าขนส่ง จ่า6ตัวสิคะ ใครจะซื้อทำตามได้นะ,Negative
0***7,"สั่งสีดำไป3 แต่ส่งสีอื่นมาหมด ไม่มีมารยาทคสรถามลูกค้าก่อนส่ง
หรือไม่มีสินค้าก็ควรยกเลิกไป",Negative
เอ๋ ว.,ตกลงเป็นกางเกงเด็กไหรือไงส่งไซส์อะไรมาให้เล็กน่าดูอย่างกับกางเกงเด็ก 8 ขวบเลย,Negative
P***.,เราสั่งร้านนี้หลายครั้งก็ให้ห้าดาวแต่พอครั้งสุดท้ายเจอคุณภาพแย่แล้วพอทักแชทไปได้สติกเกอร์ตอบมาหนึ่งตัวตามนี้ค่ะ,Negative
Jantakarn N.,ยังไม่ได้ของคะแต่ขึ้นวารับของแล้ว,Negative
ณ***.,ส่งผิดไซด์มา เล็กไป 2 นิ้ว ใส่ไม่ได้ ไม่โอเค ถ้าไม่มีไซด์ทำไมไม่ถามเปลี่ยนไซด์ให้ส่งผิดไซด์มา เล็กไป 2 นิ้ว ใส่ไม่ได้ ไม่โอเค ถ้าไม่มีไซด์ทำไมไม่ถามเปลี่ยนไซด์ให้,Negative
Thivakorn P.,สวยคับ สมราคา บางมากๆ,Negative
0***0,ไม่ดีเลยอ่ะ ใส่ไม่ได้ คาดว่าพอดีกว่าแล้วนะ กลายเป็นว่าเล็กว่าอีกตั้งใจสั่งจะใส่ไปทำงาน,Negative
a***a,สั่งกางเกงไป 8 ตัวแต่ทางร้านส่งมาให้แค่ 6 ตัว ทักไปถามไม่มีการรับผิดชอบใดๆ แถมบล็อกแชทเราอีก เสียความรู้สึกมาก ทั้งที่สั่งมาตลอด สั่งมาหลายครั้งแล้วไม่คิดว่าจะเจอเหตุการณ์แบบนี้,Negative
a***a,สั่งกางเกงไป 8 ตัวแต่ทางร้านส่งมาให้แค่ 6 ตัว ทักไปถามไม่มีการรับผิดชอบใดๆ แถมบล็อกแชทเราอีก เสียความรู้สึกมาก ทั้งที่สั่งมาตลอด สั่งมาหลายครั้งแล้วไม่คิดว่าจะเจอเหตุการณ์แบบนี้,Negative
a***a,สั่งกางเกงไป 8 ตัวแต่ทางร้านส่งมาให้แค่ 6 ตัว ทักไปถามไม่มีการรับผิดชอบใดๆ แถมบล็อกแชทเราอีก เสียความรู้สึกมาก ทั้งที่สั่งมาตลอด สั่งมาหลายครั้งแล้วไม่คิดว่าจะเจอเหตุการณ์แบบนี้,Negative
*******359,เข้าใจยัดสีอื่นมาให้หาพ่องงงงงงง,Negative
*******359,เสียดายเงินค่ะ เข้าใจยัดสีมาหาพ่องงงง แล้วจะให้เลือกสีเพื่ออ????,Negative
*******359,เข้าใจยัดสีมาให้ค่ะ แล้วจะให้เลือกสีเพื่อออ????? หาพ่องงงงง,Negative
เ***.,แย่มากกกกกค่ะ  ทั้งการบริการและรายละเอียดสินค้า!!!  😡 กางเกงจริงไซส์ไม่ตางตามที่แจ้ง ที่แจ้งไว้สะโพก 36-46 แต่สินค้าจริงมา สะโพกเริ่มต้นก็ 40 แล้ว ใส่ไม่ได้ หลวมมากก  เหมือนเอากางเกงยายมาใส่ 🙄  แล้วที่เสียความรู้มากกกก เพราะทำเรื่องขอเปลี่ยนสินค้าไป 5 ครั้ง ไม่มีการตอบสนองใดๆ!!!  แอดมินบอกจะตามให้ๆ ก็เงียบหายไม่มีอะไรเกิดขึ้น ทักไปในไลน์ก็เงียบ  ล่าสุดบล็อกข้อความแล้วจ้าาาา 🙄  ถ้าไม่ต้องการให้เปลี่ยนก็ไม่ต้องมีฟังก์ชันนี้มาหลอกคนนะคะ!!  ราคาไม่แพงก็จริง แต่ซื้อมาใส่ไม่ได้ก็เหมือนเสียเงินฟรีค่าาาา  🙄,Negative
ฑณีพร,ขนส่งรอไม่นาน การบริการจากขนส่งดี ดีแค่คนส่งของนอกนั้นห่วยแตก สั่งสีขาวนะคะ สีขาว ไม่ได้อ่านออเดอร์หรอคะ,Negative
