User,Message,Sentiment
n***e,กางเกงราคาไม่แพง คุณภาพเหมาะสมกับราคา มีเชือกรูดให้ ออกแนวผ้าร่ม,Negative
พงศ์ขจร ศ.,กางเกงผ้าร่ม มีซิป ขนาดพอดี,Negative
0***5,ได้รับสินค้าแล้วส่งไวค่ะ เคยซื้อแบรนด์นี้มาจะเป็นผ้าหนาๆกว่านี้ค่ะ แต่รุ่นนี้ เป็นแบบบางเป็นคนละแบบแต่ก็ ดีนะคะซักง่าย,Negative
C***.,"เอวยางยืดทรงพอดี, เหมาะสำหรับกิจกรรมกีฬา, ผ้าสบายและระบายอากาศได้ดี,",Negative
Benjasiri R.,วัสดุ ดี ขนาด กำลังดี  การออกแบบสวย,Negative
ธนาประสิทธิโชค ส.,ไม่ชอบ เย็บห่าง..ไม่นานก็แตก ไม่มีพิมพ์ลาย เหมือนในรูป,Negative
0***1,"สินค้าไม่ตรงปก สินค้าสั่งตามรูปเป็นกางเกงสีน้ำเงินขลิบสีเหลือง ส่งมาให้เป๋นสีน้ำเงินขลิบสีฟ้า ไม่ชอบครับ สินค้าหมดควรสอบถามลูกคัาก่อน ไม่ควรส่งมั่วมาให้ 
สินค้าไม่ตรงปก สินค้าสั่งตามรูปเป็นกางเกงสีน้ำเงินขลิบสีเหลือง ส่งมาให้เป๋นสีน้ำเงินขลิบสีฟ้า ไม่ชอบครับ สินค้าหมดควรสอบถามลูกคัาก่อน ไม่ควรส่งมั่วมาให้",Negative
ว***.,ส่งของไม่ครบตามสั่งชื้อ แต่เก็บเงินครบ รอจะโอนเงินคืน จนปานนี้ยังไม่คืน  ไม่แนำนำเลยคะ ไม่รับผิดชอบลูกค้า แย่มาก,Negative
ว***.,"ผิดหวัง กับการสั่งครั้งแรกเลยคะ สั่งออเดอร์ไป สีดำ 2 ตัว สีกรม 2 ตัว ขนส่งมาส่ง จ่ายตั้งไปในราคา 4 ตัว แต่ของที่ได้มาแค่ 2 ต้ว...
ทักคุบกับร้าน บอกจะโอนเงินคืนให้ภายใน 2 วัน ...ไอ้เราก็รอรอรอคะ จนป่านนี้ ยังไม่ได้รับ  ถามว่าเงินมันมากมั้ย ไม่มากหรอกคะ แต่แย่เสียความรู้สึกคะ  ..ใครจะสั่งก็คิดดีดีนะคะ ..มีวีดีโอตอนแะถุงด่วยคะ แต่ไม่สามรถอัพลงได้  ...ครั้งนี้ครั้งเดียวพอคะ",Negative
พีรพงศ์ ภ.,สั่งกางเกง2ตัว ได้มา1ตัว แย่มาก สั่งสีดำ และสีน้ำเงิน ได้มาแค่สีดำห่วยมากๆร้านนี้ ไม่ดีเลย,Negative
0***9,ได้กางเกงขาสั้นครบทั้ง4ตัว แต่อย่างอื่นที่สั่งพร้อมกันไม่ได้ ไม่เข้าใจ แค่บอกจะได้ไม่สั่งร้านนี้อีก,Negative
ณัฐทวรรณ '.,น่าผิดหวัง  สิ่งที่ต้องการสั่งกับสิ่งที่ต้องการส่งนั้นแตกต่างกัน  ไม่สุภาพกับผู้ซื้อ ฉันต้องการส่ง มันน่าผิดหวัง,Negative
วริทธิ์ธร ไ.,"สั่งกางเกงไป 2 ตัว 47 × 2 = 94 บาท
ค่าจัดส่ง 38 บาท
94 + 38 =132 บาท
ส่วนลด 2 บาท
คงจ่ายที่ 130 บาท
สรุปสั่งไป 2 ตัวได้แค่ตัวเดียวร้านโครตห่วย
กระเป๋ากางเกงก็ขาดทั้งสองข้างแม่งไม่ตรวจสอบสินค้าก่อนส่งเลยโครตแย่ จะสอบถ้ามทางร้านหน่อยว่ากางเกงอีก 1 ตัวที่ขาดไปจะส่งมาให้ไหมครับ แล้วถ้าส่งมาจะมีค่าขนส่งอีกหรือเปล่า ? หรือส่งมาฟรีๆ แอดมินตอบด้วย",Negative
รัตนา ส.,สั่ง 4  ได้มาแค่ 2  ได้สินค้าไม่ครบนะคะแย่มากเลยคะ,Negative
9***8,ใส่สบายใช้ดีๆๆๆๆๆๆๆๆๆๆๆไๆๆๆๆๆๆๆๆๆๆๆๆๆไ,Negative
อำนาจ พ.,หลังจากใส่ได้ 1 ชม กระเป๋าขาด โทสับล่วง ครบ 8 ชม. อีกข้าง โทสับล่วงตาม ห้วซิบหลุด 1 ข้าง ซิบแตก อีก 1 ข้าง ห่วยมาก,Negative
M***.,ขนาดเล็กมาก ไม่ตรงตามปก คุณภาพตามราคา,Negative
วิลัยพร ด.,ทำไมสั่งไป4ตัวได้มาแค่3ตัว,Negative
เจริญขวัญค่ะ,เนื้อผ้าดีค่ะแต่การเย็บห่วยมากค่ะซัก 3 ครั้งขอบขาลุยกระเป๋ารั่วซิปกระเป๋าข้างหลุดคาเครื่องซักผ้าครั้งแรกเลยค่ะก้นก็ขาดเป้าก็แตกต้องมานั่งเย็บเสียเวลามากค่ะ,Negative
ศ***.,สั่ง มา 2 ตัว จัดส่งมา1ตัว เงินก็จ่าย เต็ม ทางร้าน ไม่รับผิดชอบอะไรเลย ผิดหวังครับ,Negative
*******332,ของตรงปกคะสายกางเกงเส้นเล็กไปหน่อยคะ,Negative
เอกชัย ค.,ร้านค้า จัดส่งสินค้าไม่ตรงตามสีที่สั่งและขนาดที่สั่ง(ขนาดเล็กกว่าปกติค่อนข้างเยอะ) สินค้าไม่เหมาะสมกับราคา,Negative
ไมพอน ส.,แย่มากดูเหมือนกางเกงที่ใช้แล้ว มีอย่างอะไรไม่รู้ติดเต็มไปหมด ไม่เหมาะสม,Negative
ม***.,"ขนาดรับได้ การตัดเย็บ พอใช้ได้ ส่งของไว
แต่สั่งไป 5 ตัว ส่งมาแค่ 4 ตัว
สีเดียวกันหมด",Negative
นาย ณ.,ได้สินค้าไม่ครบ,Negative
มงคล ก.,สั่งซื้อไปสองตัว แต่ส่งมาแค่ตัวเดียวเก็บเงินเค็มราคาอีก แบบนี้หลอกลวงผู้บริโภคครับ,Negative
คุณ ส.,แย่มากๆครับ,Negative
สุวัฒน์ เ.,เชือกเส้นเล็กห่วยแตก เชือกมัดพัสดุดูดีกว่าเยอะ,Negative
บ***.,ได้รับสินค้าไม่ครบกาฃเกงสีนำ้เงินขาดไป2ตัวครับ,Negative
Mathee P.,รับสินค้าไม่ครบสั่ง3ตัวได้1ตัวแต่เก็บเงินปลายทางจำนวนเต็ม3ตัว143฿จากตัวละ49฿,Negative
*******756,สินค้ามาไม่ตรงปก​ แบบ​นี้ซื้อตามตลาดดีกว่า​ ราคาถูกกว่าเยอะ​ จัดส่งมาแบบนี้​เสียความรู้สึก​ที่สั่งไปครับ​ คงจะไม่สั่งซื้อจากร้านนี้อีกแล้ว​ครับ​,Negative
theerapong N.,เข้าใจเล่น นะครับ ลงราคหลังลด แล้ว ตัวล่ะ 49. บาท สั่งไป 3 ตัว จ่ายไป 143 บาท แกะห่อ ออกมา มี 1 ตัว สรุปว่า ตัวล่ะ 143 บาท รวมค่าส่ง   วิธีการคิดคด ลดเลี้ยว ..,Negative
0***6,"เนื้อผ้าใช้ได้ สั่งสีฟ้า2ตัว,สีดำ1ตัว แต่จัดส่งสีดำมาให้ทั้ง 3 ตัวงงมาก คงจะหยุดสั่งไปอีกนาน  เสียความรู้สึก",Negative
*******446,ได้สินค้าไม่คบครับสั่ง2ตัว ได้มาแค่1ตัว,Negative
6***5,กางเกงขาด,Negative
w***.,"ที่ได้มา เย็บมาแบบนี้ แย่มากๆ 
ขายของแบบนี้ เสียความรู้สึกจริงๆ",Negative
สมศักดิ์ เ.,ซอยติด กระเป๋าขาดชำรุดใช้ไม่ได้ คุณภาพตัดเย็บไม่ดีเลยครับ..,Negative
T***.,...สั่งพร้อมกันสี่ตัว แต่มาช้ากว่ากำหนดที่แจ้งไว้ และไม่แจ่งภายในวันนั้นว่าสินค้ามาช้าเราก้อรอ ระบุวันรับสินค้าจะมาวันที่17-19 /07/64 เราก็รอ ผนักงานส่งสุภาพเรียบร้อย แต่สินค้าไม่ดีเท่าที่ควร กระเป๋าขาดง่ายตรงตะเข็บเย็บ ใส่แค่วันเดียวก้อขาด ที่แรกกะจะสั่งเพิ่มอีก ไม่เอาแล้วพอกันที,Negative
T***.,.....เนื้อผ้าดี ใส่สบาย มีซับในมาให้ แต่ไม่พอใจตรงที่กระเป๋า ใส่แค่วันเดียวกระเป๋าขาดตรงที่เย็บ และเย็บไว้ไม่ดีเลย ผ้าที่เอามาทำกระเป๋าเปนผ้าบางๆ เหมือนผ้าซับในกระโปรง สั่งมาสี่ตัว คงต้องมานั่งเย็บกระเป๋าเอาอีก,Negative
จาตุรงค์ ก.,ของไม่ตรงที่สั่ง,Negative
ร***.,"สั่งสีดำ3ตัว สีน้ำเงิน2ตัว แต่ส่งสีดำมาหมดเลย??????
ถ้าต้องการสีดำ5ตัวก็คงไม่สั่งสีน้ำเงิน2ตัวหรอก คือคิดจะส่งอะไรมาก็ได้ว่างั้น คุณภาพสินค้าตามราคารับได้แต่ที่ไม่ชอบคือการส่งสินค้าไม่ตรงตามที่สั่ง",Negative
Nidnid,สั่งไป สีดำ1 ต้ว สีกรม 1 ต้วได้ดำมาสองต้วเลย,Negative
L***.,การตัดเย็บแย่มากที่สุด เทียบกับราคาเดียวกันที่เคยซื้อ แฟลช​เซลล์​คราวก่อนราวฟ้ากับเหว เชือกเปื่อยยุ่ย กระเป๋าเย็บแบบไม่มีกุ๊นขอบ มีเขียนตัวเลขบ้าบอมาด้วย ใช้ผ้าชุบน้ำเช็ดไม่ออก จะใบ้หวยหรืออะไร ผ้าร่มไม่ระบายอากาศ ลองใส่เดินแล้วร้อนมากกก เอาไปบริจาค​ค่ะ  เสียเวลา,Negative
Fon B.,สินค้าไม่ตรงปกขอเปลี่ยนสินค้าสั่งกางเกงขาสั้นทำไมได้ขายาว วัสดุ:ส่งคืนได้มั้ย,Negative
ไพรัตน์ ช.,มันแย่มาก,Negative
วรินทรา ภ.,"วัสดุ:พอใช้
 ขนาด:เล็กมากกก ไม่ตรงปก👎👎👎
 การออกแบบ:ดีอยู่
ร้านนี้ไม่แนะนำค่ะ สินค้าราคาถูกก็จริง แต่ ไซส์ไม่ตรงตามที่แจ้งไว้ เสียเวลาส่งคืน ใครที่กำลังจะสั่งซื้อ เผื่อไป 5-6 ซม.เลยคะ",Negative
นาย บ.,สินค้าคุณภาพไม่ดีเลยครับ,Negative
อมรินทร์ ป.,"เหมาะสำหรับฤดูร้อน, เหมาะสำหรับฤดูร้อน, เหมาะสำหรับฤดูร้อน, เหมาะสำหรับฤดูร้อน, เหมาะสำหรับฤดูร้อน, เหมาะสำหรับฤดูร้อน,",Negative
0***3,"ส่งของมาไม่ครบนะคะสั่งไป4ตัว ส่งจริงมา2ตัวแต่คิดเงินไป4ตัว  
บริการแบบนี้ได้ไง เอาเปรียบ ผู้บริโภค",Negative
0***3,สั่งกางเกงไป4ตัวแต่ส่งมาแค่2ตัว แล้วคิดเงินทั้ง4ตัว แลบนี้แย่มากนะคะ,Negative
สุทชัย ค.,ส่งคนละสีมา,Negative
Qcc,"วัสดุ:
ขนาดไม่ตรงตามที่สั่งขนาดขาเล็กมาก：
 การออกแบบ:",Negative
Qcc,"วัสดุ:
 ขนาด:ขนาดของขาไม่ได้ขนาดเล็กมาก
 การออกแบบ:",Negative
n***e,เย็บตะเข็บกางเกงไม่ดีเลยค่ะ ชักครั้งแรกหลุดลุ่ยหมดเลย,Negative
kittidet,"เย็บมาไม่ดีเลยหลุดรุ่ย,......................................,...................",Negative
Teerasak P.,ราคาถูก สมราคา เนื้อผ้าบางแข็งไม่ดี ตัวเล็กไม่ตรงขนาดมาตรฐาน สมกับที่ราคาถูก ขนส่งเร็ว คงไม่สั่งอีกครับ,Negative
ง***.,การออกแบบ:พอใช้ได้,Negative
Thanawattana P.,ขนาด:โคตรเล็ก  ทิ้ง,Negative
0***5,รับสินค้าแล้วค่ะเนื้อผ้าดีใส่สบายคงต้องสั่งซื้อสินค้าอีกครั้งคุ้มราคามากราคาก็สบายใจรับรองไม่ผิดหวังจากการสั่งซื้อสินค้าจากลาซาด้าแน่นอน,Negative
พรทิภา ว.,ผ้าบางมากๆ,Negative
ธ***.,ร้านเย็บไม่ดีเลยเย็บกระเป๋าติดขอบจนล้วงไม่ได้ ต้องแก้ไขเอง ด้ายที่เย็บหลุดหลุ่ยหลายจุด   เนื้อผ้าเป็นผ้าล่มแข็ง ผิดหวังมาก ไม่มีการตรวจสอบก่อนส่งเลย ไม่ผ่าน ..คงซื้อครั้งเดียว,Negative
8***1,เนื้อผ้าดีลูกชาย ใส่บอกว่าชอบมาก,Negative
อ.สุรศักดิ์ ส.,ส่งรวดเร็วดีมากตัวใหญ่ดีอะไรก็ดูดีแต่ใส่ครั้งเดียวซิปแตกซะแล้วลายเริ่มลบเลือนไม่กล้าซักกลัวลายหายหมด,Negative
0***8,ดีจ้า ตัวใหญ่ดี,Negative
Shrimp W.,บางค่ะ บางค่ะ บางค่ะ บางค่ะ,Negative
nunacafe,ไม่ได้เรื่องผ้าบางมากตัดเย็บก็ไม่ดี,Negative
t***i,ตัดเย็บไม่ดี,Negative
ประหยัด พ.,ดีมากเลยครับพี่,Negative
yannah0811418060,กางเกงดีและถูกจริงคะ,Negative
สุเทพ ศ.,ดีครับส่งไวดี,Negative
คนเอาถ่าน โ.,"สั่งขาสั้นตัว
ขายาวตัว
ผลได้ขาสั้น2ตัว",Negative
9***6,้แย่มากตัดเย็บกลับด้านกระเป๋าไปอยู่่ด้านหลัง,Negative
O***o,เล็กกว่าที่คิดเยอะเลย,Negative
บังโจ้ ค.,ในรูปดูดี ของจริงเหมือนกางเกงจับหมู แย่ๆๆๆๆ,Negative
T***.,"ใส่ซักครั้งเดียวด้ายหลุดทั้งตัวห่วยมาก

ใส่ซักครั้งเดียวด้ายหลุดทั้งตัวห่วยมาก

ใส่ซักครั้งเดียวด้ายหลุดทั้งตัวห่วยมาก",Negative
T***.,"ใส่ซักครั้งเดียวด้ายหลุดทั้งตัวห่วยมาก

ใส่ซักครั้งเดียวด้ายหลุดทั้งตัวห่วยมาก

ใส่ซักครั้งเดียวด้ายหลุดทั้งตัวห่วยมาก",Negative
Krittipod Y.,งานไม่มีเลย,Negative
ศุภิทะราภูเก็จช์,ปานกลาง,Negative
Niyata N.,เป็นผ้าร่มไม่ตรงปก  ผ้าแย่มาก,Negative
R***.,สั่ง2สีได้สีเดี่ยว,Negative
จิราวรรณ เ.,้ได้สินค่าไม่ครบ สั่ง4ตัวได้มา2ตัว,Negative
นวย โ.,แกะถุงออกมลองรูดซิบดูซิบหลุดไปขา้งหนึ่งแย่มากครับ,Negative
0***7,ราคาตัวละ49แค่ตัวเดียวเก็บเงิน160฿มันแพงไปมั้ย,Negative
*******556,วัสดุ:สมราคา...อย่าหวังว่าจะได้ของดีในราคานี้...และสอนให้รู้ว่าอย่าคิดว่าภาพที่เห็นคือสิ่งที่จะได้ครับ...,Negative
FAMYO,"...........,..........",Negative
