User,Message,Sentiment
Tanin W.,สินค้าไม่สมราคา วัดจากขนาดเอว 36 ใส่ไม่ได้เลยถึงใส่ได้ก็ครับขนาดของสินค้าไม่ตรงตามที่สั่ง วัสดุ:ผ้าบางมาก กางเกงตัวละ 10 บาทแถวตลาดยังดูดีกว่า ขนาด:ไม่ตรง การออกแบบ:ต่ำ,Negative
แ***.,ผ้าเนื้อนิ่มมากๆค่ะใส่พอดีใส่แล้วดูดีมากๆค่ะ วัสดุ:ผ้านิ่มดีมากๆค่ะ ขนาด:ใส่พอดี การออกแบบ:ดี,Negative
8***9,กระเป๋าเย็บกลับด้าน ไปอยู่ด้านหลัง ร้านค้าให้ส่งกลับ เสียเวลารอ ปล่อยไป,Negative
นัท.....,"ไม่ตรงปก สินค้า ไม่เหมือนโฆษนา
เชือกรัดเอวก็ไม่มี จะส่งกลับเสียเวลา
ซื้อ 2 ตัว มันหลุดมาได้ไง จะส่งของให้ลูกค้าควรตรวจสอบด้วย
ขายของอบบนี้ขอให้ฮวบๆน่ะ",Negative
ส***.,การออกแบบ: ไม่ตรงปก,Negative
Armmy K.,ไม่ได้สีที่ต้องการเลยสั่งสีดำเอาสีเทามาหมด,Negative
ช่างนิว,สามเอ็กซ์แอลเล็กมากห่วยแตก …เหี่ย,Negative
อมลวรรณ จ.,ดูไม่ออกหรอว่าลูกค้าสั่งกี่ตัว7ตัวส่งมาให้ตัวโกงลูกค้า,Negative
Teddy P.,กางเกง ผ้าบางมากๆ ค่อนข้างผิดหวังในสินค้า  อย่าว่าแต่ใส่ลำลองเลย ใส่ออกจากห้องนอน ยังลำบากใจเลย,Negative
Wanchlee D.,ได้รับสินค้าแล้ว สั่งเผื่อ 1 ไซส์ก็ยังเล็กอยู่เลย ใส่ไม่ได้ เสียความรู้สึกมาก ส่งช้าแต่ก็โอเคกว่าสินค้าใช้ไม่ได้,Negative
ณัฐวุฒิ เ.,เสียความรู่สึกมากมายสั่งไซสเอกแอล  ผู้ใหญ่  ใด้กางเกงเด็กประถม,Negative
amornrid,พอใช้ได้ตามราคา,Negative
บัวรัก ย.,"ลายไม่ตรงปก
ไซร์ระบุไม่ชัดเจน
เสียใจคะ.",Negative
9***1,ตัวเล็กมาก..เหมือนกางเกงเด็กน้อย  ผิดหวังค่ะ,Negative
หทัยกาญจน์ ช.,ไม่ตรงปก ไม่โอเค ไซด์เล็กกว่าปกติ แถมมีรอยเงาเงาอีก,Negative
สาธิตา,"สินค้าไม่ตรงปก สั่งไซส์ ส่งมาไซส์ 
เสียความรู้สึก เสียเวลา",Negative
จันทิมา โ.,เนื้อผ้าไม่โอเค เย็บไม่เรียบร้อย,Negative
chiwatsec B.,เย็บไม่ดี,Negative
Ornin K.,กางเกงตัวเล็กมาก เหมือนของด็กเลย เสียดายเงิน สั่งให้น้องชาย ผิดหวังมาก สั่งตามรีวิว แต่ของมาเหมือนไม่ตรงไซส์ สั่งไซส์ใหญ่ไป เพราะดูตามรีวิว แต่ที่ได้มาเหมือนจะไม่ตรงกับไซส์ที่สั่งไป มั่งมาก แย่สุดๆ,Negative
*******958,"สั่งไป3แต่ส่งมา2คืออะไรเสียความรู้สึกกับร้านนี้มาก
เงินไม่กี่บาทกับความรู้สึกแย่ๆ",Negative
มุทิตา ห.,สินค้าไม่ตรงปกผ้าบางมากเย็บโหลไม่ดีผิดหวังสั่งไปตั้ง2ตัวไม่น่าเลย,Negative
อเนก ม.,ขาดเองหรือแกะดู,Negative
B***m,พนง เลื่อนส่งเอง กางเกงต้องสั่งขนาดเพื่อด้วย ของจริงตัวเล็กการตัดเย๊บพอใช้ ในรูปโฆษณาสวยเว่อร์,Negative
p***e,คุณภาพยังไม่ได้ ผ้าก็ไม่นิ่ม สกรีนไม่โอเครเลยค่ะ,Negative
Nachanok H.,"ผ้าบางมาก 
ให้1ดาวไม่เกี่ยวกับสินค้า แต่เป็นการบริการและการตอบคำถามของที่ร้านคือแย่",Negative
สุภาวดี ข.,ผ้าบาง,Negative
นวย ม.,ขนาด：,Negative
สัญชัย ช.,แบบนี้ก็ได้หรา ไม่ต้องสกรีนก็ได้มั๊ง ห่วยงานก๊อป เกรดต่ำ,Negative
สุพรรณิการ์ จ.,"วัสดุ:ห่วย
 ขนาด:ไม่มาตรฐาน
 การออกแบบ:แย่",Negative
สุพรรณิการ์ จ.,"วัสดุ:แย่
 ขนาด:แย่
 การออกแบบ:ห่วย",Negative
สมศักดิ์ชัย แ.,บางเกิน​ เห็นกกน  เสียดายตัง​ บางเกิน​ ไม่โอเค​ ไม่ตงปกบางเกิน​ แย่นะพี่​ ขั้นลอกลวง,Negative
สมศักดิ์ชัย แ.,บางๆๆๆๆๆๆๆๆๆๆๆๆๆตัวเล็กไม่ตงไซร้​,Negative
สมศักดิ์ชัย แ.,รูปโพสกับของจิงคนละเรื่อง​ เห็นกกน,Negative
พรชัย บ.,"การออกแบบ:
ไม่ต้องปกไม่ต้องใช้ที่สั่",Negative
เ***.,เนื้อผ้าบางมากเทียบของตลาดนัดเลย,Negative
Phaengsri K.,"สั่งมา4ตัวได้ไซร์เดียวกันหมดเลยไซร์ที่สั่งไม่ได้สักตัว
ตอนจัดส่งสงสัยไม่ดู จะไม่สั่งอีกแล้วร้านนี้ เสียความรุ้สึก",Negative
พิษณุ ก.,ขนาด  สี  ไม่ตรงที่สั่งเลย เหมือนจัดส่งๆมา มั่วได้ใจจรืงๆ,Negative
*******459,สั่งกางเกงได้เสื้อห่วยมากครับ,Negative
รุ่ง แ.,บอกว่า 2 ตัว แต่ได้ 1 ตัว งงมากครับ,Negative
