User,Message,Sentiment
Paweena S.,"กางเกงส่งไม่เร็วนัก
ถุงขาดแบบเหมือนมีดกรีด ดูสินค้าข้างใน
เนื้อผ้าคล้ายผ้าร่ม",Neutrally
นายอธิภัทร ท.,สินค้าพอได้เกรดตามราคา​ ส่งเร็ว​ พนักงานส่งของบริการดี โดยรวมดีครับ​ ////////////////,Neutrally
นายณรงค์ศักดิ์ โ.,คุณภาพผ้าต่ำมาก ขนาดก็ต่างจากขนาดปกติ รู้ว่ามีขนาดความยาวรอบเอวเป็ย ซม.ให้ แต่มันก็ยังไม่ดีเท่ากับการใช้ขนาดตามมาตรฐาน เพื่อลดความเข้าใจผิดขอผู้ซื้อ,Neutrally
ธ***.,สั่งสีเทา ได้สีดำ เกือบห้าดาวแระ เหลือ 3พอ   ไม่ชอบสีดำเลย,Neutrally
Pawat,วัสดุ:คุณภาพ ตามราคา,Neutrally
ว***.,โดยรวม สมราคา,Neutrally
ภคพร ค.,สั่ง2สีได้สีเดียว ขนาด:เล็ก  เบอร์ที่สิ้นค้าไม่มีบอก แต่มีให้เลือกเบอร์,Neutrally
Ching,ซักทีเดียวด้ายขาดเลยไม่ผ่านแต่ก้อยังว่าราคาถูกเหมาะสมกับราคาแล้วหละ,Neutrally
วิชัย อ.,สั่งขนาด3เอกแอล ทุกตัวสีเทาเบอร์9 ใส่ได้ ผ้าหนาดี สีดำสองตัวดันจัดตัวเล็ก เบอร์6 มาให้ แถมผ้าบางใส ขายของไม่ใส่ใจ,Neutrally
สิทธิชัย ห.,ตัวเล็กมากน่าจะเป็นกางเกงเด็กแต่ก็สมราคานั้นแหละนั,Neutrally
****5,ส่งไวสินค้าดีแต่ผ้าบางไปหน่อย สมตามราคา,Neutrally
Rungwipa N.,ดูขนาดเล็กมาก ขนาดเอ็มแต่ 2 ตัวไม่เท่ากันสีเทาใหญ่กว่า ผ้าก็ไม่เหมือนกัน,Neutrally
0***7,สมราคามากผ้าไม่เหมือนในรุปภาพส่งมาผ้าบางมาก และก็บางจะกล้าใส่ออกข้างนอกมัย  ส่งเร็วค่ะสั่งวันเดียวได้,Neutrally
W***.,สภาพตามราคา,Neutrally
ป***.,ส่งช้าไปหน่อย ราคาไม่แพงคุณภาพก็ตามราคา,Neutrally
Ittirat S.,คุณภาพของสินค้าพอใช้ ขนาดเล็กกว่าปกติ สินค้าแบบยกโหล ความรวดเร็วในการจัดส่งดีมาก การให้บริการจากร้านค้าดีมาก การให้บริการจากบริษัทขนส่งดีมาก.,Neutrally
เฮงๆ ร.,เล็กไปนิด,Neutrally
8***4,สินค้าผ้าบางไป,Neutrally
เดชา จ.,ได้รับของที่สั่งซื้อแล้วครับ สั่งครั้งที่ 2 สั้งครั้งก่อนใส่ไม่ได้ ขนาดเล็กไม่ตรงเบอร์,Neutrally
ช***.,"ขนาด: 
เนื้อผ้าไม่ดีเลย...สินค้าไม่มีคุณภาพ ชื้อที่โลตัส บิ๊กชี ตามตลาดยังดีกว่าและราคาถูกกว่าอีก...ไม่แนะนำ",Neutrally
